metabolite,name,Formula,molecular_weight,C_number,N_number,S_number,P_number
galman4_c,"Galactomannan(n=4 repeat units mannose, alpha-1,4 man)",C24H42O21,666.57768,24,0,0,0
galman4_e,"Galactomannan(n=4 repeat units mannose, alpha-1,4 man)",C24H42O21,666.57768,24,0,0,0
galman6_c,"Galactomannan(n=6 repeat units mannose, alpha-1,4 man)",C36H62O31,990.85888,36,0,0,0
galman6_e,"Galactomannan(n=6 repeat units mannose, alpha-1,4 man)",C36H62O31,990.85888,36,0,0,0
melib_c,Melibiose,C12H22O11,342.29648,12,0,0,0
galt1p_c,Galactitol 1-phosphate,C6H13O9P,260.13578,6,0,0,1
galt_e,Galactitol,C6H14O6,182.17176,6,0,0,0
galur_c,D-Galacturonate,C6H9O7,193.13146,6,0,0,0
galur_p,D-Galacturonate,C6H9O7,193.13146,6,0,0,0
gam_e,D-Glucosamine,C6H14NO5,180.17906,6,1,0,0
fgam_c,N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,C8H12N2O9P,311.16264,8,2,0,1
gar_c,N1-(5-Phospho-D-ribosyl)glycinamide,C7H14N2O8P,285.16842,7,2,0,1
glycogen_c,Glycogen,C6H10O5,162.1406,6,0,0,0
glyclt_c,Glycolate,C2H3O3,75.04342,2,0,0,0
alpro_c,S Aminomethyldihydrolipoylprotein CH6NS2X,CH6NS2X,96.19504,1,1,2,0
lpro_c,Lipoylprotein S2X,S2X,64.13,0,0,2,0
dhlpro_c,Dihydrolipolprotein H2S2X,H2S2X,66.14588,0,0,2,0
ppgpp_c,"Guanosine 3',5'-bis(diphosphate)",C10H11N5O17P4,597.11269,10,5,0,4
gdptp_c,Guanosine 3'-diphosphate 5'-triphosphate,C10H11N5O20P5,676.08465,10,5,0,5
gthrd_e,Reduced glutathione,C10H15N3O6S,305.3076,10,3,1,0
ghb_c,Gamma-hydroxybutyrate,C4H7O3,103.09658,4,0,0,0
glcur_c,D-Glucuronate,C6H9O7,193.13146,6,0,0,0
trpglcur_c,Tryptophanyl-beta-D-glucuronide,C17H20N2O8,380.3493,17,2,0,0
glcman4_c,"Glucomannan (n=4 repeat units, glc beta-1,4 man)",C24H42O21,666.57768,24,0,0,0
glcman4_e,"Glucomannan (n=4 repeat units, glc beta-1,4 man)",C24H42O21,666.57768,24,0,0,0
glcman6_c,"Glucomannan (n=6 repeat units, glc beta-1,4 man)",C36H62O31,990.85888,36,0,0,0
glcman6_e,"Glucomannan (n=6 repeat units, glc beta-1,4 man)",C36H62O31,990.85888,36,0,0,0
glutar_c,Glutarate,C5H6O4,130.09874,5,0,0,0
glutcoa_c,Glutaryl-CoA,C26H37N7O19P3S,876.59377,26,7,1,3
2h3oppan_c,2-Hydroxy-3-oxopropanoate,C3H3O4,103.05352,3,0,0,0
glcr_e,D-Glucarate,C6H8O8,208.12292,6,0,0,0
glcur_p,D-Glucuronate,C6H9O7,193.13146,6,0,0,0
uaagmda_c,"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-ala-D-glu-meso-2,6-diaminopimeloyl-D-ala-D-ala",C95H152N8O28P2,1916.2077,95,8,0,2
glu__L_p,L-Glutamate,C5H8NO4,146.12132,5,1,0,0
pram_c,5-Phospho-beta-D-ribosylamine,C5H11NO7P,228.1171,5,1,0,1
glutrna_c,L-Glutamyl-tRNA(Glu),C20H28N6O13PR,591.44248,20,6,0,1
trnaglu_c,TRNA (Glu),C15H21N5O10PR,462.3285,15,5,0,1
glyc3p_e,Glycerol 3-phosphate,C3H7O6P,170.05784,3,0,0,1
gly_p,Glycine,C2H5NO2,75.0666,2,1,0,0
glyald_e,D-Glyceraldehyde,C3H6O3,90.07794,3,0,0,0
glyb_e,Glycine betaine,C5H11NO2,117.14634,5,1,0,0
glyc2p_e,Glycerol 2-phosphate,C3H7O6P,170.05784,3,0,0,1
glyc3p_p,Glycerol 3-phosphate,C3H7O6P,170.05784,3,0,0,1
glycogen1500_e,"Glycogen (n=1500 repeat units) (glc alpha 1,4/6 glc)",C9000H15002O7501,243228.91528,9000,0,0,0
hpyr_c,Hydroxypyruvate,C3H3O4,103.05352,3,0,0,0
glyc_e,Glycerol,C3H8O3,92.09382,3,0,0,0
lgt__S_c,(R)-S-Lactoylglutathione,C13H19N3O8S,377.37026,13,3,1,0
xmp_c,Xanthosine 5'-phosphate,C10H11N4O9P,362.1895,10,4,0,1
gua_c,Guanine,C5H5N5O,151.1261,5,5,0,0
xtp_c,XTP,C10H11N4O15P3,520.13343,10,4,0,3
xan_c,Xanthine,C5H4N4O2,152.11086,5,4,0,0
h2s_e,Hydrogen sulfide,H2S,34.08088,0,0,1,0
h2s_p,Hydrogen sulfide,H2S,34.08088,0,0,1,0
2maacoa_c,2-Methyl-3-acetoacetyl-CoA,C26H38N7O18P3S,861.60231,26,7,1,3
3ophb_c,3-Octaprenyl-4-hydroxybenzoate,C47H69O3,682.04896,47,0,0,0
histd_c,L-Histidinol,C6H12N3O,142.17898,6,3,0,0
hemeO_c,Heme O,C49H56FeN4O5,836.83774,49,4,0,0
hexs_e,Hexanesulfonate C6H13O3S,C6H13O3S,165.23062,6,0,1,0
hg2_c,Hg2+,Hg,200.59,0,0,0,0
hg2_p,Hg2+,Hg,200.59,0,0,0,0
hg2_e,Hg2+,Hg,200.59,0,0,0,0
4mlacac_c,4 Maleylacetoacetate C8H6O6,C8H6O6,198.12964,8,0,0,0
2ohed_c,"2-Oxohept-3-ene-1,7-dioate",C7H6O5,170.11954,7,0,0,0
mmalsa__R_c, 2R  2 Methyl 3 oxopropanoate C4H5O3,C4H5O3,101.0807,4,0,0,0
mmtsa_c,(S)-Methylmalonate semialdehyde,C4H5O3,101.0807,4,0,0,0
his__L_e,L-Histidine,C6H9N3O2,155.15456,6,3,0,0
his__L_p,L-Histidine,C6H9N3O2,155.15456,6,3,0,0
urcan_c,Urocanate,C6H5N2O2,137.1161,6,2,0,0
hmbil_c,Hydroxymethylbilane,C40H38N4O17,846.74632,40,4,0,0
ppbng_c,Porphobilinogen,C10H13N2O4,225.22122,10,2,0,0
hmgcoa_c,Hydroxymethylglutaryl CoA C27H39N7O20P3S,C27H39N7O20P3S,906.61975,27,7,1,3
mev__R_c, R  Mevalonate C6H11O4,C6H11O4,147.14914,6,0,0,0
hom__L_c,L-Homoserine,C4H9NO3,119.11916,4,1,0,0
4hphac_e,4-Hydroxyphenylacetate,C8H7O3,151.13938,8,0,0,0
phom_c,O-Phospho-L-homoserine,C4H8NO6P,197.08318,4,1,0,1
suchms_c,O-Succinyl-L-homoserine,C8H12NO6,218.18398,8,1,0,0
pydam_c,Pyridoxamine,C8H13N2O2,169.20102,8,2,0,0
taur_e,Taurine,C2H6NO3S,124.13894,2,1,1,0
iscs_c,IscS sulfur acceptor protein,HSR,33.07294,0,0,1,0
iscssh_c,IscS with bound sulfur,HS2R,65.13794,0,0,2,0
iscu_c,IscU scaffold protein,H8O2S6R,232.45232,0,0,6,0
iscu_2fe2s_c,IscU with bound [2Fe-2S] cluster,H4O2S8Fe2R,404.24056,0,0,8,0
iscu_2fe2s2_c,IscU with two bound [2Fe-2S] clusters,O2S10Fe4R,576.0288,0,0,10,0
iscu_4fe4s_c,IscU with bound [4Fe-4S] cluster,H4O2S10Fe4R,580.06056,0,0,10,0
mi1p__D_c,1D-myo-Inositol 1-phosphate,C6H11O9P,258.1199,6,0,0,1
eig3p_c,D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate,C6H9N2O6P,236.11922,6,2,0,1
prlp_c,5-[(5-phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide,C15H21N5O15P2,573.29926,15,5,0,2
2cpr5p_c,1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate,C12H13NO9P,346.20668,12,1,0,1
3ig3p_c,C'-(3-Indolyl)-glycerol 3-phosphate,C11H12NO6P,285.18984,11,1,0,1
ile__L_e,L-Isoleucine,C6H13NO2,131.17292,6,1,0,0
ile__L_p,L-Isoleucine,C6H13NO2,131.17292,6,1,0,0
2ippm_c,2-Isopropylmaleate,C7H8O4,156.13602,7,0,0,0
indole_c,Indole,C8H7N,117.14788,8,1,0,0
indpyr_c,Indolepyruvate C11H8NO3,C11H8NO3,202.18612,11,1,0,0
inost_e,Myo-Inositol,C6H12O6,180.15588,6,0,0,0
phpyr_c,Phenylpyruvate,C9H7O3,163.15008,9,0,0,0
istnt_e,Isethionate C2H5O4S,C2H5O4S,125.1237,2,0,1,0
kdo2lipid4_e,KDO(2)-lipid IV(A),C84H148N2O37P2,1840.01264,84,2,0,2
kdo2lipid4_p,KDO(2)-lipid IV(A),C84H148N2O37P2,1840.01264,84,2,0,2
ckdo_c,CMP-3-deoxy-D-manno-octulosonate,C17H24N3O15P,541.35732,17,3,0,1
kdo_c,3-Deoxy-D-manno-2-octulosonate,C8H13O8,237.18402,8,0,0,0
kdo8p_c,3-Deoxy-D-manno-octulosonate 8-phosphate,C8H12O11P,315.14804,8,0,0,1
Larab_e,Alpha L Arabinan C15H24O12,C15H24O12,396.34386,15,0,0,0
lcts_e,Lactose,C12H22O11,342.29648,12,0,0,0
lcts_c,Lactose,C12H22O11,342.29648,12,0,0,0
leu__L_p,L-Leucine,C6H13NO2,131.17292,6,1,0,0
lipa_e,KDO(2)-lipid (A),C110H196N2O39P2,2232.67076,110,2,0,2
lipa_p,KDO(2)-lipid (A),C110H196N2O39P2,2232.67076,110,2,0,2
lipopb_c,Lipoate (protein bound),C8H13OS2,189.31822,8,0,2,0
octapb_c,Octanoate (protein bound),C8H15O,127.2041,8,0,0,0
lipidAds_c,Lipid A Disaccharide,C68H127N2O20P,1323.71114,68,2,0,1
lipidX_c,"2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate",C34H64NO12P,709.84522,34,1,0,1
u23ga_c,"UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine",C43H75N3O20P2,1016.01122,43,3,0,2
1tdecg3p_p,1-tetradecanoyl-sn-glycerol 3-phosphate,C17H33O7P1,380.41348,17,0,0,1
1hdecg3p_p,1-hexadecanoyl-sn-glycerol 3-phosphate,C19H37O7P,408.46664,19,0,0,1
1hdec9eg3p_p,1-hexadec-9-enoyl-sn-glycerol 3-phosphate,C19H35O7P1,406.45076,19,0,0,1
1agpe140_p,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0),C19H40NO7P1,425.49716,19,1,0,1
1agpg120_p,1-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0),C18H36O9P1,427.4468,18,0,0,1
1agpg140_p,1-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0),C20H40O9P1,455.49996,20,0,0,1
1agpg141_p,1-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1),C20H38O9P1,453.48408,20,0,0,1
1agpg160_p,1-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0),C22H44O9P1,483.55312,22,0,0,1
1agpg161_p,1-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1),C22H42O9P1,481.53724,22,0,0,1
1agpg180_p,1-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0),C24H48O9P1,511.60628,24,0,0,1
1agpg181_p,1-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1),C24H46O9P1,509.5904,24,0,0,1
malthp_e,Maltoheptaose,C42H72O36,1152.99948,42,0,0,0
malthx_e,Maltohexaose,C36H62O31,990.85888,36,0,0,0
maltpt_e,Maltopentaose,C30H52O26,828.71828,30,0,0,0
maltttr_e,Maltotetraose,C24H42O21,666.57768,24,0,0,0
manb_c,"Mannobiose (beta-1,4)",C12H22O11,342.29648,12,0,0,0
mantr_c,"Mannotriose (beta-1,4)",C18H32O16,504.43708,18,0,0,0
manttr_c,Mannotetraose,C24H42O21,666.57768,24,0,0,0
man_e,D-Mannose,C6H12O6,180.15588,6,0,0,0
mana_c,D-Mannonate,C6H11O7,195.14734,6,0,0,0
manb_e,"Mannobiose (beta-1,4)",C12H22O11,342.29648,12,0,0,0
mantr_e,"Mannotriose (beta-1,4)",C18H32O16,504.43708,18,0,0,0
manttr_e,Mannotetraose,C24H42O21,666.57768,24,0,0,0
micit_c,Methylisocitrate,C7H7O7,203.12628,7,0,0,0
2mcacn_c,Cis-2-Methylaconitate,C7H5O6,185.111,7,0,0,0
murein5p5p_p,"Two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)",C80H124N16O42,1981.92256,80,16,0,0
murein5px4p_p,"Two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)",C77H117N15O40,1892.82938,77,15,0,0
murein5px3p_p,"Two disacharide linked murein units, pentapeptide corsslinked tripeptide (A2pm->A2pm) (middle of chain)",C74H112N14O39,1821.75148,74,14,0,0
murein5p5p5p_p,"Three linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)",C120H186N24O63,2972.88384,120,24,0,0
murein5px4px4p_p,Three disacharide linked murein units (pentapeptide crosslinked tetrapeptide (A2pm->D-ala) tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain),C114H172N22O59,2794.69748,114,22,0,0
murein4px4p_p,"Two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)",C74H112N14O39,1821.75148,74,14,0,0
murein4px4px4p_p,Three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala) & tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain),C111H167N21O58,2723.61958,111,21,0,0
murein4p4p_p,"Two linked disacharide tetrapeptide murein units (uncrosslinked, middle of chain)",C74H114N14O40,1839.76676,74,14,0,0
murein4p3p_p,"Two linked disacharide tetrapeptide and tripeptide murein units (uncrosslinked, middle of chain)",C71H109N13O39,1768.68886,71,13,0,0
murein5p3p_p,"Two linked disacharide pentapeptide and tripeptide murein units (uncrosslinked, middle of chain)",C74H114N14O40,1839.76676,74,14,0,0
murein4px4p4p_p,"Three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala), one uncrosslinked tetrapaptide) (middle of chain)",C111H169N21O59,2741.63486,111,21,0,0
5mdru1p_c,5-Methylthio-5-deoxy-D-ribulose 1-phosphate,C6H11O7PS,258.1861,6,0,1,1
melib_e,Melibiose,C12H22O11,342.29648,12,0,0,0
melib_p,Melibiose,C12H22O11,342.29648,12,0,0,0
sbt__D_c,D-Sorbitol,C6H14O6,182.17176,6,0,0,0
met__L_e,L-Methionine,C5H11NO2S,149.21134,5,1,1,0
met__L_p,L-Methionine,C5H11NO2S,149.21134,5,1,1,0
metsox_S__L_c,L-Methionine Sulfoxide,C5H11NO3S,165.21074,5,1,1,0
metsox_R__L_c,L-methionine-R-sulfoxide,C5H11NO3S,165.21074,5,1,1,0
metox_c,L Methionine S oxide C5H11NO3S,C5H11NO3S,165.21074,5,1,1,0
metox_e,L Methionine S oxide C5H11NO3S,C5H11NO3S,165.21074,5,1,1,0
5pmev_c, R  5 Phosphomevalonate C6H10O7P,C6H10O7P,225.11316,6,0,0,1
mg2_p,Magnesium,Mg,24.305,0,0,0,0
murein3p3p_p,"Two linked disacharide tripeptide murein units (uncrosslinked, middle of chain)",C68H104N12O38,1697.61096,68,12,0,0
murein3px3p_p,"Two disacharide linked murein units, tripeptide crosslinked tripeptide (A2pm->A2pm) (middle of chain)",C68H102N12O37,1679.59568,68,12,0,0
mmcoa__R_c,(R)-Methylmalonyl-CoA,C25H35N7O19P3S,862.56719,25,7,1,3
mn2_p,Mn2+,Mn,54.93805,0,0,0,0
moadamp_c,MoaD Protein with bound AMP,C11H12N5O8P1X,373.21544,11,5,0,1
moadcosh_c,MoaD Protein with thiocarboxylate,C1H1O1S1X,61.08304,1,0,1,0
kdolipid4_c,KDO-lipid IV(A),C76H137N2O30P2,1620.8439,76,2,0,2
lipidA_c,"2,3,2'3'-Tetrakis(beta-hydroxymyristoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate",C68H126N2O23P2,1401.67516,68,2,0,2
mobd_c,Molybdate,MoO4,159.9576,0,0,0,0
mobd_e,Molybdate,MoO4,159.9576,0,0,0,0
g1p_B_c,Beta D Glucose 1 phosphate C6H11O9P,C6H11O9P,258.1199,6,0,0,1
mpt_c,Molybdopterin,C10H10N5O6PS2Cu,454.86606,10,5,2,1
uaagmda_e,"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-ala-D-glu-meso-2,6-diaminopimeloyl-D-ala-D-ala",C95H152N8O28P2,1916.2077,95,8,0,2
moadcoo_c,MoaD Protein with carboxylate,C1O2X,44.0095,1,0,0,0
mso3_e,Methanesulfonate,CH3O3S,95.09772,1,0,1,0
5mdr1p_c,5-Methylthio-5-deoxy-D-ribose 1-phosphate,C6H11O7PS,258.1861,6,0,1,1
mucl_c,Mucolactone,C6H5O4,141.1015,6,0,0,0
CCbuttc_c,"Cis,cis-Butadiene-1,2,4-tricarboxylate",C7H3O6,183.09512,7,0,0,0
n2_c,Nitrogen,N2,28.0134,0,2,0,0
n2o_e,Nitrous oxide,N2O,44.0128,0,2,0,0
n2o_p,Nitrous oxide,N2O,44.0128,0,2,0,0
nac_c,Nicotinate,C6H4NO2,122.10146,6,1,0,0
nac_e,Nicotinate,C6H4NO2,122.10146,6,1,0,0
ncam_c,Nicotinamide,C6H6N2O,122.12464,6,2,0,0
no2_c,Nitrite,NO2,46.0055,0,1,0,0
no2_e,Nitrite,NO2,46.0055,0,1,0,0
no3_c,Nitrate,NO3,62.0049,0,1,0,0
ni2_p,Nickel,Ni,58.6934,0,0,0,0
nicrns_c,Nicotinate D-ribonucleoside,C11H13NO6,255.22402,11,1,0,0
rnam_c,N Ribosylnicotinamide C11H15N2O5,C11H15N2O5,255.2472,11,2,0,0
quln_c,Quinolinate,C7H3NO4,165.10302,7,1,0,0
no2_p,Nitrite,NO2,46.0055,0,1,0,0
no3_p,Nitrate,NO3,62.0049,0,1,0,0
no3_e,Nitrate,NO3,62.0049,0,1,0,0
r1p_c,Alpha-D-Ribose 1-phosphate,C5H9O8P,228.09392,5,0,0,1
xtsn_c,Xanthosine,C10H12N4O6,284.22548,10,4,0,0
thymd_c,Thymidine,C10H14N2O5,242.22856,10,2,0,0
ppco_p,Periplasmic cytochromes c type oxidized,C42H54FeN8O6S2,886.90316,42,8,2,0
ppcr_p,Periplasmic cytochromes c type - reduced,C42H54FeN8O6S2,886.90316,42,8,2,0
dtdprmn_c,DTDP-L-rhamnose,C16H24N2O15P2,546.31368,16,2,0,2
udcpo5_p,Undecaprenyl diphosphate galactose-rhamnose-mannose-abequose-acetyl,C81H134O25P2,1569.86318,81,0,0,2
udcpo4_c,Undecaprenyl diphosphate galactose-rhamnose-mannose-abequose,C79H132O24P2,1527.8265,79,0,0,2
udcpo5_c,Undecaprenyl diphosphate galactose-rhamnose-mannose-abequose-acetyl,C81H134O25P2,1569.86318,81,0,0,2
udcpo5_e,Undecaprenyl diphosphate galactose-rhamnose-mannose-abequose-acetyl,C81H134O25P2,1569.86318,81,0,0,2
octa_e,Octanoate (n-C8:0),C8H15O2,143.2035,8,0,0,0
ohpb_c,2-Oxo-3-hydroxy-4-phosphobutanoate,C4H4O8P,211.04352,4,0,0,1
2ohph_c,2-Octaprenyl-6-hydroxyphenol,C46H70O2,655.0468,46,0,0,0
orot5p_c,Orotidine 5'-phosphate,C10H10N2O11P,365.16696,10,2,0,1
2oph_c,2-Octaprenylphenol,C46H70O,639.0474,46,0,0,0
pnto__R_c,(R)-Pantothenate,C9H15NO5,217.2191,9,1,0,0
uagmda_c,"Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",C87H139N7O23P2,1713.01518,87,7,0,2
ugmda_c,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",C41H61N9O28P2,1189.91406,41,9,0,2
adhlam_c,S-Acetyldihydrolipoamide,C10H19NO2S2,249.39336,10,1,2,0
pdx5p_c,Pyridoxine 5'-phosphate,C8H10NO6P,247.14186,8,1,0,1
pydxn_c,Pyridoxine,C8H11NO3,169.17784,8,1,0,0
pe120_p,"Phosphatidylethanolamine (didodecanoyl, n-C12:0)",C29H58N1O8P1,579.74648,29,1,0,1
pe140_p,"Phosphatidylethanolamine (ditetradecanoyl, n-C14:0)",C33H66NO8P,635.8528,33,1,0,1
pe141_p,"Phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1)",C33H62N1O8P1,631.82104,33,1,0,1
pe161_p,"Phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1)",C37H70NO8P,687.92736,37,1,0,1
pe180_p,"Phosphatidylethanolamine (dioctadecanoyl, n-C18:0)",C41H82N1O8P1,748.06544,41,1,0,1
pe181_p,"Phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1)",C41H78N1O8P1,744.03368,41,1,0,1
tagdp__D_c,"D-Tagatose 1,6-biphosphate",C6H10O12P2,336.08392,6,0,0,2
s7p_c,Sedoheptulose 7-phosphate,C7H13O10P,288.14588,7,0,0,1
3php_c,3-Phosphohydroxypyruvate,C3H2O7P,181.01754,3,0,0,1
pgp120_c,"Phosphatidylglycerophosphate (didodecanoyl, n-C12:0)",C30H57O13P2,687.7133,30,0,0,2
pgp120_p,"Phosphatidylglycerophosphate (didodecanoyl, n-C12:0)",C30H57O13P2,687.7133,30,0,0,2
pgp140_c,"Phosphatidylglycerophosphate (ditetradecanoyl, n-C14:0)",C34H65O13P2,743.81962,34,0,0,2
pgp140_p,"Phosphatidylglycerophosphate (ditetradecanoyl, n-C14:0)",C34H65O13P2,743.81962,34,0,0,2
pgp141_c,"Phosphatidylglycerophosphate (ditetradec-7-enoyl, n-C14:1)",C34H61O13P2,739.78786,34,0,0,2
pgp141_p,"Phosphatidylglycerophosphate (ditetradec-7-enoyl, n-C14:1)",C34H61O13P2,739.78786,34,0,0,2
pgp160_c,"Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)",C38H73O13P2,799.92594,38,0,0,2
pgp160_p,"Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)",C38H73O13P2,799.92594,38,0,0,2
pgp161_c,"Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)",C38H69O13P2,795.89418,38,0,0,2
pgp161_p,"Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)",C38H69O13P2,795.89418,38,0,0,2
pgp180_c,"Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0)",C42H81O13P2,856.03226,42,0,0,2
pgp180_p,"Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0)",C42H81O13P2,856.03226,42,0,0,2
pgp181_c,"Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1)",C42H77O13P2,852.0005,42,0,0,2
pgp181_p,"Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1)",C42H77O13P2,852.0005,42,0,0,2
4ppan_c,D-4'-Phosphopantothenate,C9H14NO8P,295.18312,9,1,0,1
poaac_c,Peroxyaminoacrylate,C3H5NO3,103.0767,3,1,0,0
fpram_c,2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,C8H14N3O8P,311.18582,8,3,0,1
prbamp_c,1-(5-Phosphoribosyl)-AMP,C15H19N5O14P2,555.28398,15,5,0,2
prfp_c,1-(5-Phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide,C15H21N5O15P2,573.29926,15,5,0,2
pro__L_p,L-Proline,C5H9NO2,115.13046,5,1,0,0
progly_p,L-Prolinylglycine,C7H12N2O3,172.18178,7,2,0,0
progly_e,L-Prolinylglycine,C7H12N2O3,172.18178,7,2,0,0
rb15bp_c,"D-Ribulose 1,5-bisphosphate",C5H8O11P2,306.05794,5,0,0,2
ps140_c,"Phosphatidylserine (ditetradecanoyl, n-C14:0)",C34H65N1O10P1,678.85436,34,1,0,1
ps160_c,"Phosphatidylserine (dihexadecanoyl, n-C16:0)",C38H73N1O10P1,734.96068,38,1,0,1
ps161_c,"Phosphatidylserine (dihexadec-9-enoyl, n-C16:1)",C38H69N1O10P1,730.92892,38,1,0,1
ps180_c,"Phosphatidylserine (dioctadecanoyl, n-C18:0)",C42H81N1O10P1,791.067,42,1,0,1
skm5p_c,Shikimate 5-phosphate,C7H8O8P,251.10738,7,0,0,1
pser__L_c,O-Phospho-L-serine,C3H6NO6P,183.0566,3,1,0,1
thr__L_p,L-Threonine,C4H9NO3,119.11916,4,1,0,0
ptrc_e,Putrescine,C4H14N2,90.16736,4,2,0,0
pydx_c,Pyridoxal,C8H9NO3,167.16196,8,1,0,0
uracp_c,Ureidoacrylate peracid,C4H6N2O4,146.10144,4,2,0,0
so4_e,Sulfate,O4S,96.0626,0,0,1,0
urate_c,Urate,C5H4N4O3,168.11026,5,4,0,0
val__L_e,L-Valine,C5H11NO2,117.14634,5,1,0,0
rib__D_p,D-Ribose,C5H10O5,150.1299,5,0,0,0
raffin_e,Raffinose C18H32O16,C18H32O16,504.43708,18,0,0,0
raffin_p,Raffinose C18H32O16,C18H32O16,504.43708,18,0,0,0
ru5p__L_c,L-Ribulose 5-phosphate,C5H9O8P,228.09392,5,0,0,1
xu5p__D_c,D-Xylulose 5-phosphate,C5H9O8P,228.09392,5,0,0,1
spmd_e,Spermidine,C7H22N3,148.26968,7,3,0,0
urea_e,Urea,CH4N2O,60.05526,1,2,0,0
rib__D_e,D-Ribose,C5H10O5,150.1299,5,0,0,0
rml_c,L-Rhamnulose,C6H12O5,164.15648,6,0,0,0
rmn_c,L-Rhamnose,C6H12O5,164.15648,6,0,0,0
rml1p_c,L-Rhamnulose 1-phosphate,C6H11O8P,242.1205,6,0,0,1
rmn_e,L-Rhamnose,C6H12O5,164.15648,6,0,0,0
sufbcd_c,SufBCD scaffold complex,H8O2S6R,232.45232,0,0,6,0
sufbcd_2fe2s_c,SufBCD with bound [2Fe-2S] cluster,H4O2S8Fe2R,404.24056,0,0,8,0
sufse_c,SufSE sulfur acceptor complex,HSR,33.07294,0,0,1,0
sufsesh_c,SufSE with bound sulfur,HS2R,65.13794,0,0,2,0
sufbcd_2fe2s2_c,SufBCD with two bound [2Fe-2S] clusters,O2S10Fe4R,576.0288,0,0,10,0
sufbcd_4fe4s_c,SufBCD with bound [4Fe-4S] cluster,H4O2S10Fe4R,580.06056,0,0,10,0
salchs4_p,Salmochelin-S4,C42H47N3O25,993.82768,42,3,0,0
salchs4_e,Salmochelin-S4,C42H47N3O25,993.82768,42,3,0,0
sbt6p_c,D-Sorbitol 6-phosphate,C6H13O9P,260.13578,6,0,0,1
sbt__D_e,D-Sorbitol,C6H14O6,182.17176,6,0,0,0
sl26da_c,"N-Succinyl-LL-2,6-diaminoheptanedioate",C11H16N2O7,288.25394,11,2,0,0
sl2a6o_c,N-Succinyl-2-L-amino-6-oxoheptanedioate,C11H12NO8,286.21488,11,1,0,0
shcl_c,Dihydrosirohydrochlorin C42H40N4O16,C42H40N4O16,856.7842,42,4,0,0
srch_c,Sirohydrochlorin C42H38N4O16,C42H38N4O16,854.76832,42,4,0,0
sheme_c,Siroheme,C42H36FeN4O16,908.59744,42,4,0,0
skm_c,Shikimate,C7H9O5,173.14336,7,0,0,0
so3_e,Sulfite,SO3,80.0632,0,0,1,0
spmd_p,Spermidine,C7H22N3,148.26968,7,3,0,0
s_e,Sulfur,S,32.065,0,0,1,0
sula_e,Sulfoacetate C2H2O5S,C2H2O5S,138.09928,2,0,1,0
thmmp_c,Thiamin monophosphate,C12H16N4O4PS,343.3186,12,4,1,1
